0.	Indeterminate	Indeterminate
0.0001	-4.9381329192616295e-23	-2.1959457585485592e-24
0.0002	-5.126893594987938e-23	-4.147965980767404e-24
0.00030000000000000003	-5.434530114613937e-23	-5.6185966632912576e-24
0.0004	-5.850767132694703e-23	-6.3831540280126606e-24
0.0005	-6.361558549349331e-23	-6.2357704850077894e-24
0.0006000000000000001	-6.949418232684607e-23	-4.995013822383755e-24
0.0007	-7.593833057249165e-23	-2.5089642005598183e-24
0.0008	-8.271749467363009e-23	1.340365246322227e-24
0.0009000000000000001	-8.958123191008045e-23	6.633364794474035e-24
0.001	-9.626520357548168e-23	1.3410006380582676e-23
0.0011	-1.024975713902803e-22	2.1667931093714418e-23
0.0012000000000000001	-1.08005641636042e-22	3.13614943379324e-23
0.0013000000000000002	-1.125226135901762e-22	4.2401797085915737e-23
0.0014	-1.1579428586587562e-22	5.465771097540474e-23
0.0015	-1.1758557428836877e-22	6.795788408799665e-23
0.0016	-1.1768669797422378e-22	8.20936935154419e-23
0.0017000000000000001	-1.15918896274273e-22	9.682309068141119e-23
0.0018000000000000002	-1.121395480825375e-22	1.118752662551193e-22
0.0019	-1.0624657653613743e-22	1.269560437568629e-22
0.002	-9.818203611358417e-23	1.4175389497739073e-22
0.0021000000000000003	-8.793479531047369e-23	1.5594645644235161e-22
0.0022	-7.554224611747356e-23	1.692074146387133e-22
0.0023	-6.109099109233079e-23	1.8121361882477495e-22
0.0024000000000000002	-4.47164795207065e-23	1.9165227416092743e-22
0.0025	-2.660158559118384e-23	2.0022806476145464e-22
0.0026000000000000003	-6.974143243029209e-24	2.0667005615742015e-22
0.0027	1.3896526051400288e-23	2.1073822959656422e-22
0.0028	3.570403526619478e-23	2.122295065475568e-22
0.0029000000000000002	5.811022620305831e-23	2.109831306228605e-22
0.003	8.075124024681833e-23	2.0688528572903673e-22
0.0031000000000000003	1.0324425257091682e-22	1.9987284338291092e-22
0.0032	1.251947420883583e-22	1.8993614853303005e-22
0.0033	1.4620415708754953e-22	1.7712077158872383e-22
0.0034000000000000002	1.6587782682180495e-22	1.6152817433418601e-22
0.0035	1.838329625460302e-22	1.433152586091619e-22
0.0036000000000000003	1.9970658776877803e-22	1.2269278866179057e-22
0.0037	2.1316323690822636e-22	9.992270049529028e-23
0.0038	2.239022641415875e-22	7.531433390076473e-23
0.0039000000000000003	2.316646099921163e-22	4.9219644754109973e-23
0.004	2.3623888201778025e-22	2.2027476123241232e-23
0.0041	2.374666177022119e-22	-5.843013634645517e-24
0.004200000000000001	2.352466120956693e-22	-3.3949649701250296e-23
0.0043	2.2953820965143103e-22	-6.183513465303075e-23
0.0044	2.203634787423317e-22	-8.903539204997541e-23
0.0045000000000000005	2.078082081706242e-22	-1.1508820376175503e-22
0.0046	1.9202168721284512e-22	-1.3954197726098726e-22
0.0047	1.7321525395113255e-22	-1.6196447443950112e-22
0.0048000000000000004	1.516596203932131e-22	-1.8195133204688496e-22
0.0049	1.2768100672132334e-22	-1.9913420566653724e-22
0.005	1.0165614047733692e-22	-2.13188374225731e-22
0.0051	7.400619913300474e-23	-2.238396503131511e-22
0.005200000000000001	4.518979586881997e-23	-2.3087045291858955e-22
0.0053	1.569512807218554e-23	-2.341249134241682e-22
0.0054	-1.3968574325839425e-23	-2.3351290251776e-22
0.0055000000000000005	-4.328014838018601e-23	-2.290128848685138e-22
0.0056	-7.17159808002998e-23	-2.206735295566193e-22
0.0057	-9.875969960132135e-23	-2.0861402699967795e-22
0.0058000000000000005	-1.2391189436218918e-22	-1.9302308704823088e-22
0.0059	-1.4669968185069924e-22	-1.7415661758993635e-22
0.006	-1.6668593435028007e-22	-1.5233410794524137e-22
0.0061	-1.8347799205636708e-22	-1.2793376608842211e-22
0.006200000000000001	-1.9673568835611832e-22	-1.0138648281811701e-22
0.0063	-2.0617852755366804e-22	-7.31687189716368e-23
0.0064	-2.1159186848119498e-22	-4.379443318585026e-23
0.006500000000000001	-2.1283198421087915e-22	-1.3806187138953945e-23
0.0066	-2.098298874655527e-22	1.6234417719374645e-23
