0.	Indeterminate	Indeterminate
0.0001	2.078239151715513e-23	1.2949829879347132e-23
0.0002	1.938599647700052e-23	2.5842513841884895e-23
0.00030000000000000003	1.7100053603026767e-23	3.862116701341684e-23
0.0004	1.398564807423624e-23	5.1229425365527844e-23
0.0005	1.0126344359731816e-23	6.361170304602757e-23
0.0006000000000000001	5.626281020446607e-24	7.571344601568371e-23
0.0007	6.077908742069236e-25	8.748138078862547e-23
0.0008	-4.791403145580631e-24	9.886375709812586e-23
0.0009000000000000001	-1.042135704054835e-23	1.0981058333965315e-22
0.001	-1.612337244829049e-23	1.2027385367893448e-22
0.0011	-2.173368723846412e-23	1.3020776575413104e-22
0.0012000000000000001	-2.708731125259192e-23	1.3956892794785603e-22
0.0013000000000000002	-3.202192504377196e-23	1.483165552564288e-22
0.0014	-3.6381757756653426e-23	1.5641265284018524e-22
0.0015	-4.002136028785437e-23	1.6382218639955872e-22
0.0016	-4.2809191587560964e-23	1.7051323858668461e-22
0.0017000000000000001	-4.4630939375188784e-23	1.7645715073113648e-22
0.0018000000000000002	-4.5392501582798984e-23	1.8162864923069825e-22
0.0019	-4.5022561413964106e-23	1.8600595603345643e-22
0.002	-4.347469688673798e-23	1.895708827155547e-22
0.0021000000000000003	-4.0728974962727644e-23	1.923089077392926e-22
0.0022	-3.6792990670032815e-23	1.942092365584558e-22
0.0023	-3.1702322804181377e-23	1.9526484432141135e-22
0.0024000000000000002	-2.5520389618302864e-23	1.954725010071619e-22
0.0025	-1.83377001580892e-23	1.9483277891479367e-22
0.0026000000000000003	-1.0270509315859807e-23	1.933500425121342e-22
0.0027	-1.458897024067535e-24	1.9103242073454075e-22
0.0028	7.9356959649443e-24	1.8789176190910966e-22
0.0029000000000000002	1.7733431800820418e-23	1.8394357156284386e-22
0.003	2.773948417411049e-23	1.792069334549854e-22
0.0031000000000000003	3.7747827625107637e-23	1.7370441425343202e-22
0.0032	4.754533482128296e-23	1.6746195235250955e-22
0.0033	5.691610203167818e-23	1.605087314039758e-22
0.0034000000000000002	6.564591748956086e-23	1.5287703920464098e-22
0.0035	7.352678345090061e-23	1.4460211265203207e-22
0.0036000000000000003	8.036140061418514e-23	1.357219695438102e-22
0.0037	8.596752322152017e-23	1.262772280568374e-22
0.0038	9.018209463189888e-23	1.1631091479761115e-22
0.0039000000000000003	9.286507642968305e-23	1.058682623669913e-22
0.004	9.390288915425091e-23	9.49964974284884e-23
0.0041	9.321138942562474e-23	8.37446203106655e-23
0.004200000000000001	9.073831647800465e-23	7.21631772102524e-23
0.0043	8.646515075006169e-23	6.03040260932237e-23
0.0044	8.040833804109106e-23	4.8220097416230906e-23
0.0045000000000000005	7.26198446244455e-23	3.596515081031908e-23
0.0046	6.318702139175591e-23	2.359352888272158e-23
0.0047	5.223176834413442e-23	1.1159909300691974e-23
0.0048000000000000004	3.9909004298350943e-23	-1.2809436762058374e-24
0.0049	2.6404460277711293e-23	-1.3674427052157837e-23
0.005	1.1931828447244499e-23	-2.59663451851679e-23
0.0051	-3.2706886286899048e-24	-3.8103152971187255e-23
0.005200000000000001	-1.8944371433418835e-23	-5.003219500220218e-23
0.0053	-3.4814451445597697e-23	-6.170193960330735e-23
0.0054	-5.0594975339643163e-23	-7.306220668407145e-23
0.0055000000000000005	-6.599397853686165e-23	-8.406438837473022e-23
0.0056	-8.071887411778509e-23	-9.466166145771309e-23
0.0057	-9.44819577344925e-23	-1.0480919064949566e-22
0.0058000000000000005	-1.0700592562292893e-22	-1.144643218364995e-22
0.0059	-1.1802930119283538e-22	-1.2358676442150024e-22
0.006	-1.2731166601463832e-22	-1.3213876199341166e-22
0.0061	-1.3463859333955543e-22	-1.4008525059313072e-22
